Zeitstempel;Maschine_ID;Temperatur;Druck;Gewicht;Laenge;Breite;Hoehe;Energieverbrauch;Status;Fehlercode
11.11.2024-13:02:36;F_VG002;85.4;2.45;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-13:02:50;F_VG002;85.2;2.5;162.1;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-13:03:04;F_VG002;85.2;2.51;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-13:03:18;F_VG002;84.7;2.44;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:03:32;F_VG002;85.0;2.54;161.9;34.0;49.9;25.1;5.0;Aktiv;
11.11.2024-13:03:46;F_VG002;85.6;2.47;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-13:04:00;F_VG002;85.3;2.58;162.1;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-13:04:14;F_VG002;84.6;2.46;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-13:04:28;F_VG002;84.6;2.5;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-13:04:42;F_VG002;85.2;2.48;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-13:04:56;F_VG002;85.3;2.52;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:05:10;F_VG002;85.3;2.52;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:05:24;F_VG002;84.9;2.6;162.0;33.9;50.1;25.0;5.0;Aktiv;
11.11.2024-13:05:38;F_VG002;84.6;2.56;161.9;33.8;50.1;25.0;5.0;Aktiv;
11.11.2024-13:05:52;F_VG002;84.9;2.43;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:06:06;F_VG002;85.5;2.55;162.0;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-13:06:20;F_VG002;84.4;2.5;161.9;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-13:06:34;F_VG002;84.7;2.46;162.2;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-13:06:48;F_VG002;85.1;2.5;162.1;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-13:07:02;F_VG002;85.2;2.5;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:07:16;F_VG002;84.7;2.49;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-13:07:30;F_VG002;85.3;2.46;162.1;34.0;49.9;24.9;5.0;Aktiv;
11.11.2024-13:07:44;F_VG002;85.5;2.6;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-13:07:58;F_VG002;84.8;2.57;162.1;34.1;50.1;24.9;5.0;Aktiv;
11.11.2024-13:08:12;F_VG002;85.6;2.47;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-13:08:26;F_VG002;84.8;2.48;161.8;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:08:40;F_VG002;85.2;2.53;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:08:54;F_VG002;84.9;2.49;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:09:08;F_VG002;85.1;2.52;162.1;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-13:09:22;F_VG002;85.0;2.43;162.0;34.0;50.1;25.1;5.0;Aktiv;
11.11.2024-13:09:36;F_VG002;84.8;2.51;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:09:50;F_VG002;85.1;2.44;162.0;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-13:10:04;F_VG002;85.3;2.5;162.1;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-13:10:18;F_VG002;84.9;2.52;161.9;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-13:10:32;F_VG002;85.0;2.54;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:10:46;F_VG002;84.6;2.47;162.1;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:11:00;F_VG002;84.7;2.6;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:11:14;F_VG002;84.5;2.49;161.9;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-13:11:28;F_VG002;85.1;2.51;162.1;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:11:42;F_VG002;85.4;2.53;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:11:56;F_VG002;84.8;2.46;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-13:12:10;F_VG002;85.6;2.54;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-13:12:24;F_VG002;85.2;2.51;161.9;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-13:12:38;F_VG002;84.5;2.51;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-13:12:52;F_VG002;84.9;2.42;161.9;34.1;50.1;25.0;5.0;Aktiv;
11.11.2024-13:13:06;F_VG002;84.8;2.43;162.0;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-13:13:20;F_VG002;85.3;2.48;162.1;34.0;49.9;24.9;5.0;Aktiv;
11.11.2024-13:13:34;F_VG002;84.8;2.52;161.9;34.0;49.9;24.9;5.0;Aktiv;
11.11.2024-13:13:48;F_VG002;85.3;2.55;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-13:14:02;F_VG002;85.0;2.58;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-13:14:16;F_VG002;84.6;2.45;161.9;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-13:14:30;F_VG002;84.7;2.57;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-13:14:44;F_VG002;84.6;2.47;162.0;34.0;49.9;25.2;5.0;Aktiv;
11.11.2024-13:14:58;F_VG002;84.7;2.51;161.8;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:15:12;F_VG002;84.4;2.44;162.0;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-13:15:26;F_VG002;85.3;2.55;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:15:40;F_VG002;84.6;2.53;161.9;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-13:15:54;F_VG002;84.5;2.54;161.9;33.9;49.9;24.9;5.0;Aktiv;
11.11.2024-13:16:08;F_VG002;84.6;2.5;162.1;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-13:16:22;F_VG002;85.0;2.43;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:16:36;F_VG002;84.7;2.49;162.1;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-13:16:50;F_VG002;84.9;2.55;162.0;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-13:17:04;F_VG002;85.4;2.6;161.9;33.8;50.0;24.9;5.0;Aktiv;
11.11.2024-13:17:18;F_VG002;85.0;2.46;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:17:32;F_VG002;85.1;2.45;162.1;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-13:17:46;F_VG002;85.1;2.54;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:18:00;F_VG002;84.6;2.45;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-13:18:14;F_VG002;85.2;2.42;162.1;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:18:28;F_VG002;84.8;2.46;162.0;34.0;50.1;24.9;5.0;Aktiv;
11.11.2024-13:18:42;F_VG002;84.4;2.47;162.1;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-13:18:56;F_VG002;85.3;2.51;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:19:10;F_VG002;85.0;2.56;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-13:19:24;F_VG002;84.6;2.56;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-13:19:38;F_VG002;85.2;2.5;162.1;34.1;50.1;25.0;5.0;Aktiv;
11.11.2024-13:19:52;F_VG002;85.0;2.49;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-13:20:06;F_VG002;85.0;2.46;161.9;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-13:20:20;F_VG002;84.9;2.51;162.0;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-13:20:34;F_VG002;85.1;2.44;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-13:20:48;F_VG002;84.6;2.47;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-13:21:02;F_VG002;84.6;2.56;162.2;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-13:21:16;F_VG002;84.6;2.45;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:21:30;F_VG002;85.1;2.54;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:21:44;F_VG002;84.6;2.44;161.9;34.2;50.0;25.0;5.0;Aktiv;
11.11.2024-13:21:58;F_VG002;85.3;2.55;162.0;34.2;50.0;24.9;5.0;Aktiv;
11.11.2024-13:22:12;F_VG002;85.2;2.46;161.8;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:22:26;F_VG002;85.1;2.5;162.0;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-13:22:40;F_VG002;85.2;2.46;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-13:22:54;F_VG002;85.0;2.53;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-13:23:08;F_VG002;85.3;2.6;161.9;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-13:23:22;F_VG002;84.7;2.49;161.9;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-13:23:36;F_VG002;85.1;2.53;161.9;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-13:23:50;F_VG002;85.2;2.6;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-13:24:04;F_VG002;85.3;2.51;162.1;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-13:24:18;F_VG002;84.6;2.52;162.1;34.1;50.1;25.0;5.0;Aktiv;
11.11.2024-13:24:32;F_VG002;84.8;2.55;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-13:24:46;F_VG002;84.8;2.56;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-13:25:00;F_VG002;85.5;2.5;161.9;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-13:25:14;F_VG002;84.9;2.45;162.0;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-13:25:28;F_VG002;85.2;2.58;162.0;34.0;49.9;24.8;5.0;Aktiv;
11.11.2024-13:25:42;F_VG002;84.5;2.53;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:25:56;F_VG002;85.5;2.49;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-13:26:10;F_VG002;84.8;2.56;161.8;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:26:24;F_VG002;84.8;2.5;162.0;33.9;50.1;25.0;5.0;Aktiv;
11.11.2024-13:26:38;F_VG002;85.6;2.44;162.1;33.8;50.0;25.0;5.0;Aktiv;
11.11.2024-13:26:52;F_VG002;85.3;2.5;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:27:06;F_VG002;85.2;2.53;162.1;34.0;50.1;24.8;5.0;Aktiv;
11.11.2024-13:27:20;F_VG002;85.0;2.41;161.9;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-13:27:34;F_VG002;85.2;2.52;162.0;34.0;50.1;24.9;5.0;Aktiv;
11.11.2024-13:27:48;F_VG002;85.1;2.55;162.1;34.0;49.9;24.9;5.0;Aktiv;
11.11.2024-13:28:02;F_VG002;85.0;2.43;162.2;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-13:28:16;F_VG002;85.6;2.43;161.9;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-13:28:30;F_VG002;85.3;2.5;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:28:44;F_VG002;85.4;2.46;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-13:28:58;F_VG002;84.9;2.46;162.0;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-13:29:12;F_VG002;85.1;2.52;162.0;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-13:29:26;F_VG002;85.0;2.53;161.9;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-13:29:40;F_VG002;84.6;2.54;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-13:29:54;F_VG002;84.4;2.5;161.9;34.0;50.0;25.2;5.0;Aktiv;
11.11.2024-13:30:08;F_VG002;85.2;2.44;162.0;34.2;50.1;25.0;5.0;Aktiv;
11.11.2024-13:30:22;F_VG002;84.8;2.5;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:30:36;F_VG002;85.0;2.51;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:30:50;F_VG002;84.9;2.5;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:31:04;F_VG002;84.8;2.53;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:31:18;F_VG002;84.7;2.51;162.1;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:31:32;F_VG002;84.2;2.59;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:31:46;F_VG002;85.3;2.52;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:32:00;F_VG002;84.6;2.43;162.1;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-13:32:14;F_VG002;85.3;2.44;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-13:32:28;F_VG002;85.1;2.52;162.2;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-13:32:42;F_VG002;85.1;2.49;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:32:56;F_VG002;85.3;2.54;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:33:10;F_VG002;85.4;2.55;162.0;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-13:33:24;F_VG002;84.9;2.49;161.9;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-13:33:38;F_VG002;85.2;2.51;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:33:52;F_VG002;85.3;2.56;161.9;34.0;49.9;24.9;5.0;Aktiv;
11.11.2024-13:34:06;F_VG002;84.9;2.57;162.1;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-13:34:20;F_VG002;84.9;2.59;162.1;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-13:34:34;F_VG002;84.9;2.6;162.1;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-13:34:48;F_VG002;84.8;2.45;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-13:35:02;F_VG002;85.0;2.52;161.9;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-13:35:16;F_VG002;84.1;2.49;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:35:30;F_VG002;84.7;2.54;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-13:35:44;F_VG002;84.9;2.43;162.0;33.9;49.9;25.0;5.0;Aktiv;
11.11.2024-13:35:58;F_VG002;85.1;2.54;162.2;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-13:36:12;F_VG002;85.3;2.42;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-13:36:26;F_VG002;85.4;2.52;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:36:40;F_VG002;85.0;2.46;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:36:54;F_VG002;84.9;2.49;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-13:37:08;F_VG002;85.0;2.49;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-13:37:22;F_VG002;84.7;2.48;161.9;34.0;50.1;25.1;5.0;Aktiv;
11.11.2024-13:37:36;F_VG002;85.1;2.55;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:37:50;F_VG002;85.4;2.46;161.9;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-13:38:04;F_VG002;85.3;2.44;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:38:18;F_VG002;85.0;2.57;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:38:32;F_VG002;84.9;2.51;162.1;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-13:38:46;F_VG002;84.9;2.48;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:39:00;F_VG002;84.6;2.49;161.8;34.1;50.0;24.8;5.0;Aktiv;
11.11.2024-13:39:14;F_VG002;84.4;2.4;161.9;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-13:39:28;F_VG002;85.3;2.53;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:39:42;F_VG002;85.3;2.59;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:39:56;F_VG002;85.1;2.5;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:40:10;F_VG002;85.0;2.6;162.1;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:40:24;F_VG002;85.0;2.4;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:40:38;F_VG002;85.1;2.51;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-13:40:52;F_VG002;84.6;2.43;162.0;34.0;50.1;24.9;5.0;Aktiv;
11.11.2024-13:41:06;F_VG002;85.1;2.54;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-13:41:20;F_VG002;85.4;2.52;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-13:41:34;F_VG002;85.2;2.45;161.9;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-13:41:48;F_VG002;85.0;2.52;161.9;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-13:42:02;F_VG002;85.0;2.49;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:42:16;F_VG002;84.9;2.47;162.1;34.1;50.0;24.8;5.0;Aktiv;
11.11.2024-13:42:30;F_VG002;84.4;2.49;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-13:42:44;F_VG002;85.1;2.46;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:42:58;F_VG002;85.5;2.56;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:43:12;F_VG002;85.0;2.51;161.9;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-13:43:26;F_VG002;84.9;2.5;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:43:40;F_VG002;85.1;2.49;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-13:43:54;F_VG002;85.0;2.52;162.0;34.0;50.1;25.2;5.0;Aktiv;
11.11.2024-13:44:08;F_VG002;84.8;2.53;162.1;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-13:44:22;F_VG002;84.7;2.49;161.9;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-13:44:36;F_VG002;85.4;2.48;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:44:50;F_VG002;84.6;2.51;161.9;34.0;50.1;25.1;5.0;Aktiv;
11.11.2024-13:45:04;F_VG002;85.2;2.51;162.1;34.0;49.9;25.1;5.0;Aktiv;
11.11.2024-13:45:18;F_VG002;84.8;2.4;162.2;34.0;49.9;24.9;5.0;Aktiv;
11.11.2024-13:45:32;F_VG002;85.0;2.58;162.1;34.1;49.9;25.1;5.0;Aktiv;
11.11.2024-13:45:46;F_VG002;85.1;2.47;162.1;34.2;50.0;25.1;5.0;Aktiv;
11.11.2024-13:46:00;F_VG002;84.6;2.44;162.1;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-13:46:14;F_VG002;85.1;2.59;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:46:28;F_VG002;84.9;2.47;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:46:42;F_VG002;85.4;2.48;162.1;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-13:46:56;F_VG002;84.9;2.47;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-13:47:10;F_VG002;84.9;2.5;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:47:24;F_VG002;85.2;2.53;162.2;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:47:38;F_VG002;85.5;2.59;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:47:52;F_VG002;85.2;2.49;162.0;34.2;49.9;25.1;5.0;Aktiv;
11.11.2024-13:48:06;F_VG002;85.3;2.52;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:48:20;F_VG002;85.3;2.48;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:48:34;F_VG002;85.3;2.41;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-13:48:48;F_VG002;84.9;2.53;162.0;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-13:49:02;F_VG002;85.2;2.52;161.9;34.0;50.1;25.1;5.0;Aktiv;
11.11.2024-13:49:16;F_VG002;84.4;2.54;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:49:30;F_VG002;85.3;2.51;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:49:44;F_VG002;85.2;2.58;161.8;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-13:49:58;F_VG002;85.1;2.43;162.2;34.1;50.1;25.0;5.0;Aktiv;
11.11.2024-13:50:12;F_VG002;84.4;2.57;162.0;33.9;50.1;24.9;5.0;Aktiv;
11.11.2024-13:50:26;F_VG002;84.9;2.6;162.0;34.2;50.1;25.1;5.0;Aktiv;
11.11.2024-13:50:40;F_VG002;85.2;2.52;162.0;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-13:50:54;F_VG002;85.2;2.43;162.1;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-13:51:08;F_VG002;85.4;2.57;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:51:22;F_VG002;84.8;2.52;161.9;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-13:51:36;F_VG002;84.9;2.52;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-13:51:50;F_VG002;85.0;2.51;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-13:52:04;F_VG002;85.5;2.45;162.1;34.0;49.9;25.1;5.0;Aktiv;
11.11.2024-13:52:18;F_VG002;85.2;2.46;162.0;33.9;50.0;24.8;5.0;Aktiv;
11.11.2024-13:52:32;F_VG002;84.8;2.5;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:52:46;F_VG002;84.9;2.55;162.0;34.0;49.9;25.1;5.0;Aktiv;
11.11.2024-13:53:00;F_VG002;85.1;2.48;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-13:53:14;F_VG002;84.5;2.46;162.0;33.9;50.1;25.0;5.0;Aktiv;
11.11.2024-13:53:28;F_VG002;85.0;2.49;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-13:53:42;F_VG002;85.3;2.48;162.2;34.0;50.0;25.2;5.0;Aktiv;
11.11.2024-13:53:56;F_VG002;85.1;2.53;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:54:10;F_VG002;85.0;2.44;162.1;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-13:54:24;F_VG002;85.0;2.45;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:54:38;F_VG002;84.4;2.49;161.9;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-13:54:52;F_VG002;84.5;2.48;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:55:06;F_VG002;84.6;2.49;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:55:20;F_VG002;84.8;2.43;162.1;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-13:55:34;F_VG002;85.1;2.52;162.2;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:55:48;F_VG002;85.0;2.6;162.0;34.1;50.1;25.1;5.0;Aktiv;
11.11.2024-13:56:02;F_VG002;85.1;2.45;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-13:56:16;F_VG002;84.8;2.4;161.9;33.9;49.9;25.0;5.0;Aktiv;
11.11.2024-13:56:30;F_VG002;85.3;2.48;162.1;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:56:44;F_VG002;85.4;2.45;162.0;34.0;50.1;25.1;5.0;Aktiv;
11.11.2024-13:56:58;F_VG002;84.7;2.58;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-13:57:12;F_VG002;84.9;2.48;161.9;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-13:57:26;F_VG002;85.5;2.4;162.1;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-13:57:40;F_VG002;84.8;2.44;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:57:54;F_VG002;84.4;2.49;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:58:08;F_VG002;85.0;2.55;161.9;33.8;50.0;24.9;5.0;Aktiv;
11.11.2024-13:58:22;F_VG002;84.9;2.48;161.9;34.1;50.1;25.1;5.0;Aktiv;
11.11.2024-13:58:36;F_VG002;85.0;2.52;162.0;34.0;49.9;25.1;5.0;Aktiv;
11.11.2024-13:58:50;F_VG002;85.6;2.44;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:59:04;F_VG002;84.9;2.48;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:59:18;F_VG002;84.9;2.48;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:59:32;F_VG002;85.0;2.52;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:59:46;F_VG002;84.8;2.42;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-14:00:00;F_VG002;85.4;2.53;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-14:00:14;F_VG002;85.2;2.49;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-14:00:28;F_VG002;85.0;2.56;162.1;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-14:00:42;F_VG002;84.1;2.55;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-14:00:56;F_VG002;85.0;2.5;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-14:01:10;F_VG002;84.8;2.48;161.9;33.8;50.0;24.9;5.0;Aktiv;
11.11.2024-14:01:24;F_VG002;84.9;2.42;161.9;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-14:01:38;F_VG002;85.3;2.51;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-14:01:52;F_VG002;85.0;2.53;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-14:02:06;F_VG002;84.7;2.55;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-14:02:20;F_VG002;84.8;2.48;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-14:02:34;F_VG002;85.1;2.48;162.0;33.9;50.0;25.0;5.0;Aktiv;
